date	store	Avg daily sales	Basket size, pieces	Basket size, value	Days open	Margin, value	Receipts	Sales	Visitors
2017-01-01	1066	5956.0	7.0	110.0	96.0	119591.0	982.0	219691.0	8222.0
2017-01-01	1063	7361.0	5.0	40.0	87.0	56461.0	6464.0	272225.0	36647.0
2017-01-01	1062	5430.0	4.0	83.0	129.0	61564.0	4415.0	212479.0	33588.0
2017-01-01	1048	2877.0	20.0	29.0	134.0	166935.0	5322.0	68679.0	4321.0
2017-01-01	1060	5681.0	3.0	75.0	92.0	189831.0	2378.0	37471.0	23037.0
2017-01-01	1061	33203.0	13.0	55.0	64.0	241360.0	10110.0	882717.0	93328.0
2017-01-01	1049	11848.0	4.0	140.0	147.0	173419.0	2712.0	70009.0	4287.0
2017-01-01	1044	2080.0	9.0	130.0	97.0	211081.0	9451.0	59512.0	5137.0
2017-01-01	1045	15918.0	6.0	110.0	159.0	320597.0	13943.0	512300.0	18866.0
2017-01-01	1047	9138.0	14.0	224.0	137.0	237070.0	5513.0	252623.0	21393.0
2017-01-01	1042	6361.0	14.0	68.0	170.0	123908.0	3941.0	54702.0	10028.0
2017-01-01	1043	8579.0	6.0	84.0	120.0	168998.0	3736.0	53636.0	5510.0
2017-01-01	1069	3741.0	3.0	128.0	58.0	105548.0	1980.0	50748.0	6763.0
2017-01-01	1041	604.0	15.0	83.0	149.0	17108.0	777.0	42455.0	4761.0
2017-01-01	1033	1265.0	6.0	98.0	164.0	18812.0	2153.0	129844.0	3451.0
2017-01-01	1032	1396.0	12.0	76.0	103.0	114568.0	4917.0	235104.0	4983.0
2017-01-01	1030	8865.0	17.0	131.0	55.0	60905.0	1840.0	348336.0	37990.0
2017-01-01	1031	2204.0	22.0	97.0	71.0	188596.0	5814.0	295067.0	4241.0
2017-01-01	1035	3078.0	8.0	24.0	69.0	22408.0	4413.0	177716.0	20889.0
2017-01-01	1034	1794.0	9.0	113.0	72.0	115644.0	6231.0	176205.0	15723.0
2017-01-01	1036	5289.0	7.0	39.0	25.0	46226.0	2493.0	62462.0	7985.0
2017-01-01	1037	4303.0	11.0	109.0	130.0	73961.0	12518.0	350854.0	5863.0
2017-10-01	1039	11064.0	14.0	70.0	97.0	191894.0	11932.0	293731.0	49158.0
2017-10-01	1038	7300.0	13.0	140.0	83.0	68606.0	4673.0	56985.0	23819.0
2017-10-01	1028	17368.0	17.0	48.0	120.0	738683.0	9710.0	790120.0	12263.0
2017-10-01	1029	17234.0	13.0	38.0	161.0	188412.0	12370.0	78995.0	10619.0
2017-10-01	1065	3271.0	6.0	85.0	135.0	78907.0	1248.0	21731.0	15837.0
2017-10-01	1058	895.0	9.0	25.0	94.0	24595.0	1938.0	172254.0	2770.0
2017-10-01	1064	1012.0	6.0	24.0	125.0	27473.0	1469.0	141578.0	26600.0
2017-10-01	1070	8912.0	1.0	201.0	90.0	82014.0	932.0	292223.0	172519.0
2017-10-01	1066	2617.0	1.0	106.0	79.0	16327.0	1834.0	55928.0	13675.0
2017-10-01	1063	4393.0	4.0	33.0	56.0	41219.0	5871.0	178311.0	22967.0
2017-10-01	1062	3397.0	14.0	197.0	142.0	56671.0	2954.0	78452.0	21061.0
2017-10-01	1048	1173.0	11.0	122.0	148.0	44380.0	8729.0	108693.0	24966.0
2017-10-01	1060	9242.0	6.0	65.0	155.0	60037.0	5512.0	79978.0	27752.0
2017-10-01	1061	5091.0	10.0	98.0	16.0	419283.0	8489.0	343780.0	79932.0
2017-10-01	1049	6143.0	21.0	87.0	77.0	48954.0	9915.0	302435.0	21460.0
2017-10-01	1050	13668.0	5.0	50.0	85.0	75700.0	10076.0	265865.0	35747.0
2017-10-01	1044	10326.0	14.0	21.0	147.0	258091.0	5141.0	343956.0	34381.0
2017-10-01	1045	1994.0	21.0	154.0	161.0	84883.0	13955.0	570902.0	30157.0
2017-10-01	1047	10217.0	12.0	226.0	122.0	215821.0	3131.0	421236.0	26383.0
2017-10-01	1042	10251.0	16.0	166.0	123.0	67281.0	7008.0	76259.0	5669.0
2017-10-01	1043	8826.0	15.0	125.0	47.0	26304.0	7941.0	40637.0	35667.0
2017-10-01	1069	2731.0	12.0	251.0	73.0	55633.0	678.0	53922.0	15239.0
2017-10-01	1041	1299.0	28.0	104.0	34.0	78916.0	1970.0	94794.0	4064.0
2017-10-01	1033	4616.0	5.0	115.0	48.0	55888.0	7236.0	195604.0	18989.0
2017-10-01	1032	5462.0	14.0	35.0	69.0	147662.0	9108.0	96618.0	3357.0
2017-10-01	1030	4858.0	19.0	128.0	27.0	162567.0	1968.0	274209.0	15248.0
2017-10-01	1031	9126.0	23.0	42.0	69.0	137060.0	5076.0	323235.0	16919.0
2017-10-01	1035	8493.0	2.0	94.0	163.0	168744.0	9261.0	278128.0	4675.0
2017-10-01	1034	8670.0	20.0	32.0	89.0	167123.0	4271.0	142775.0	21081.0
2017-10-01	1036	1685.0	6.0	20.0	38.0	93097.0	1461.0	289098.0	36459.0
2017-10-01	1037	23352.0	4.0	111.0	25.0	364721.0	23821.0	393165.0	70645.0
2019-03-01	1039	5758.0	8.0	232.0	105.0	292211.0	5155.0	123461.0	34844.0
2019-03-01	1038	7364.0	5.0	25.0	21.0	39131.0	6455.0	54400.0	5402.0
2019-03-01	1028	10323.0	21.0	31.0	143.0	173286.0	6196.0	406328.0	8099.0
2019-03-01	1029	23264.0	13.0	191.0	25.0	409483.0	10037.0	611652.0	39872.0
2019-03-01	1071	4419.0	7.0	183.0	63.0	56722.0	1318.0	97233.0	11978.0
2019-03-01	1065	7784.0	5.0	80.0	165.0	146066.0	1458.0	60329.0	21411.0
2019-03-01	1058	11395.0	26.0	119.0	68.0	261617.0	3231.0	455689.0	6186.0
2019-03-01	1070	6253.0	5.0	90.0	81.0	102823.0	6471.0	318783.0	36106.0
2019-03-01	1066	47143.0	8.0	192.0	131.0	933576.0	9320.0	564873.0	99260.0
2019-03-01	1072	3961.0	6.0	90.0	105.0	19103.0	491.0	109271.0	2747.0
2019-03-01	1073	306.0	9.0	263.0	57.0	62901.0	338.0	54786.0	4151.0
2019-03-01	1063	1056.0	12.0	210.0	83.0	47203.0	4249.0	73487.0	11648.0
2019-03-01	1062	3868.0	9.0	141.0	95.0	105443.0	5690.0	42660.0	10580.0
2019-03-01	1048	2371.0	13.0	122.0	137.0	61416.0	2316.0	33294.0	7592.0
2019-03-01	1074	2393.0	3.0	87.0	131.0	61633.0	587.0	36859.0	3788.0
2019-03-01	1060	2262.0	9.0	122.0	77.0	157083.0	6055.0	249887.0	34703.0
2019-03-01	1061	6840.0	12.0	148.0	62.0	343802.0	4705.0	92443.0	9959.0
2019-03-01	1049	6171.0	11.0	122.0	160.0	198790.0	6214.0	307066.0	17545.0
2019-03-01	1050	6010.0	9.0	81.0	75.0	120594.0	3274.0	115082.0	52198.0
2019-03-01	1044	1193.0	2.0	118.0	109.0	202297.0	3028.0	322011.0	28667.0
2019-03-01	1045	2004.0	10.0	119.0	61.0	99367.0	2257.0	285650.0	10255.0
2019-03-01	1051	3017.0	6.0	73.0	117.0	31982.0	1887.0	39213.0	12952.0
2019-03-01	1047	65853.0	2.0	289.0	109.0	235317.0	33356.0	2097001.0	30175.0
2019-03-01	1042	9203.0	12.0	73.0	26.0	72481.0	5771.0	115630.0	29173.0
2019-03-01	1043	6778.0	15.0	32.0	106.0	129102.0	7285.0	145476.0	41157.0
2019-03-01	1069	1416.0	10.0	44.0	24.0	33986.0	4519.0	234953.0	9286.0
2019-03-01	1041	1566.0	8.0	96.0	132.0	9509.0	1196.0	46516.0	746.0
2019-03-01	1033	6358.0	10.0	135.0	129.0	75887.0	4739.0	219379.0	8751.0
2019-03-01	1032	6975.0	15.0	119.0	169.0	96543.0	1563.0	32219.0	12597.0
2019-03-01	1030	8643.0	11.0	113.0	164.0	154773.0	9675.0	94485.0	43422.0
2019-03-01	1031	2004.0	23.0	98.0	114.0	190203.0	5261.0	87859.0	6089.0
2019-03-01	1035	3321.0	1.0	56.0	90.0	38899.0	4338.0	81775.0	14038.0
2019-03-01	1034	6294.0	2.0	231.0	114.0	102530.0	1981.0	108929.0	4391.0
2019-03-01	1036	4641.0	11.0	109.0	162.0	98015.0	3765.0	172034.0	16647.0
2019-03-01	1037	16062.0	9.0	59.0	119.0	149600.0	13803.0	410936.0	16823.0
2018-09-01	1039	7542.0	2.0	149.0	66.0	59633.0	8527.0	347578.0	8426.0
2018-09-01	1038	5109.0	4.0	92.0	69.0	18335.0	6458.0	121386.0	14947.0
2018-09-01	1028	7049.0	15.0	115.0	42.0	170487.0	7050.0	275436.0	11686.0
2018-09-01	1029	6768.0	7.0	121.0	45.0	96961.0	12648.0	882298.0	60712.0
2018-09-01	1071	1221.0	11.0	206.0	101.0	21578.0	799.0	62689.0	0.0
2018-09-01	1065	1374.0	3.0	19.0	87.0	114060.0	1383.0	21354.0	28831.0
2018-09-01	1058	1271.0	10.0	136.0	29.0	20156.0	3224.0	117588.0	11275.0
2018-09-01	1064	21640.0	8.0	195.0	68.0	304880.0	4371.0	665347.0	68857.0
2018-09-01	1070	8330.0	13.0	170.0	69.0	150918.0	6318.0	122434.0	145744.0
2018-09-01	1066	2594.0	15.0	207.0	89.0	20633.0	598.0	180882.0	5410.0
2018-09-01	1072	497.0	2.0	134.0	70.0	29157.0	753.0	116710.0	3559.0
2018-09-01	1073	3371.0	11.0	91.0	28.0	5241.0	955.0	32313.0	17361.0
2018-09-01	1063	1470.0	11.0	118.0	154.0	44465.0	5318.0	51344.0	32597.0
2018-09-01	1062	2024.0	7.0	196.0	140.0	130653.0	782.0	138752.0	29259.0
2018-09-01	1048	2500.0	10.0	31.0	83.0	22488.0	5128.0	206968.0	2349.0
2018-09-01	1060	1597.0	12.0	17.0	27.0	184073.0	9377.0	110497.0	17815.0
2018-09-01	1061	7308.0	5.0	184.0	35.0	643786.0	16718.0	1163364.0	113512.0
2018-09-01	1049	987.0	6.0	105.0	156.0	157503.0	5664.0	164306.0	14538.0
2018-09-01	1050	7465.0	12.0	107.0	35.0	74374.0	7131.0	266305.0	41885.0
2018-09-01	1044	3517.0	10.0	35.0	17.0	174751.0	1977.0	323696.0	23021.0
2018-09-01	1045	6300.0	11.0	103.0	66.0	237061.0	8005.0	339236.0	23240.0
2018-09-01	1051	651.0	7.0	101.0	98.0	40338.0	3849.0	103720.0	13611.0
2018-09-01	1047	1754.0	7.0	168.0	154.0	249868.0	3469.0	447812.0	16984.0
2018-09-01	1042	2271.0	12.0	41.0	145.0	166160.0	6997.0	286942.0	6105.0
2018-09-01	1043	7488.0	2.0	23.0	44.0	200119.0	10120.0	253691.0	33393.0
2018-09-01	1069	3444.0	4.0	141.0	134.0	166856.0	5961.0	169844.0	9824.0
2018-09-01	1041	2198.0	13.0	137.0	145.0	46069.0	2757.0	25368.0	1021.0
2018-09-01	1033	2464.0	16.0	83.0	102.0	67467.0	2995.0	100692.0	5544.0
2018-09-01	1032	6647.0	4.0	59.0	89.0	32017.0	4298.0	184329.0	22968.0
2018-09-01	1030	16569.0	12.0	138.0	119.0	277183.0	8138.0	264624.0	14693.0
2018-09-01	1031	16292.0	19.0	23.0	90.0	239387.0	2518.0	506706.0	12911.0
2018-09-01	1035	2464.0	5.0	79.0	113.0	23881.0	3068.0	59954.0	6543.0
2018-09-01	1034	12770.0	14.0	118.0	120.0	332353.0	2537.0	256649.0	25266.0
2018-09-01	1036	6758.0	3.0	136.0	24.0	107461.0	928.0	78091.0	20781.0
2018-09-01	1037	12588.0	4.0	33.0	48.0	197816.0	2795.0	151154.0	8564.0
2017-04-01	1039	10508.0	7.0	184.0	159.0	144583.0	3193.0	189075.0	26105.0
2017-04-01	1038	3515.0	4.0	143.0	148.0	119277.0	7493.0	108429.0	4155.0
2017-04-01	1028	9570.0	26.0	193.0	118.0	140513.0	8754.0	380716.0	24468.0
2017-04-01	1029	6996.0	2.0	75.0	111.0	414927.0	5516.0	285696.0	39042.0
2017-04-01	1065	2008.0	4.0	262.0	91.0	53356.0	2236.0	11691.0	6876.0
2017-04-01	1058	1291.0	14.0	67.0	104.0	72400.0	5263.0	39516.0	9131.0
2017-04-01	1064	3196.0	7.0	39.0	46.0	12903.0	1527.0	119450.0	5634.0
2017-04-01	1070	5988.0	11.0	220.0	134.0	133417.0	1980.0	133761.0	30799.0
2017-04-01	1066	796.0	12.0	198.0	93.0	32206.0	1547.0	8834.0	4583.0
2017-04-01	1063	800.0	14.0	113.0	79.0	37493.0	296.0	63806.0	12484.0
2017-04-01	1062	5340.0	6.0	185.0	156.0	28409.0	708.0	117035.0	14764.0
2017-04-01	1048	4918.0	17.0	33.0	90.0	144706.0	4912.0	40446.0	2884.0
2017-04-01	1060	12844.0	5.0	51.0	77.0	25627.0	8939.0	193927.0	27730.0
2017-04-01	1061	6273.0	15.0	383.0	46.0	191982.0	6023.0	501213.0	25079.0
2017-04-01	1049	5645.0	5.0	86.0	79.0	97325.0	1683.0	80000.0	34282.0
2017-04-01	1044	8563.0	13.0	187.0	83.0	177927.0	4593.0	354821.0	19569.0
2017-04-01	1045	68658.0	18.0	40.0	37.0	724441.0	22447.0	1066678.0	30788.0
2017-04-01	1047	3862.0	24.0	261.0	64.0	212226.0	9783.0	491569.0	5278.0
2017-04-01	1042	7678.0	18.0	158.0	118.0	123342.0	7627.0	319158.0	10965.0
2017-04-01	1043	9759.0	4.0	17.0	101.0	138585.0	10852.0	300341.0	30420.0
2017-04-01	1069	3196.0	15.0	189.0	20.0	58163.0	739.0	34539.0	7965.0
2017-04-01	1041	2256.0	22.0	239.0	76.0	19972.0	2354.0	16979.0	2413.0
2017-04-01	1033	3030.0	14.0	162.0	126.0	94464.0	6247.0	185072.0	14743.0
2017-04-01	1032	8038.0	3.0	80.0	143.0	186176.0	10172.0	210500.0	4142.0
2017-04-01	1030	9471.0	12.0	69.0	86.0	41393.0	2236.0	430615.0	46928.0
2017-04-01	1031	5870.0	4.0	34.0	81.0	271485.0	1583.0	410238.0	6878.0
2017-04-01	1035	8308.0	6.0	69.0	101.0	94745.0	4785.0	248013.0	22409.0
2017-04-01	1034	13073.0	7.0	36.0	27.0	107765.0	2261.0	241711.0	5712.0
2017-04-01	1036	1197.0	14.0	38.0	114.0	124757.0	6599.0	240671.0	29326.0
2017-04-01	1037	13841.0	10.0	93.0	85.0	175058.0	18553.0	495206.0	75072.0
2019-07-01	1039	11675.0	8.0	129.0	57.0	358639.0	5520.0	68112.0	105773.0
2019-07-01	1038	18657.0	18.0	166.0	30.0	64332.0	18892.0	615758.0	16962.0
2019-07-01	1028	22210.0	6.0	85.0	157.0	457606.0	15859.0	288271.0	10312.0
2019-07-01	1029	15893.0	16.0	161.0	106.0	805760.0	11556.0	991543.0	59835.0
2019-07-01	1071	5567.0	12.0	59.0	97.0	70354.0	993.0	116941.0	53808.0
2019-07-01	1065	4534.0	8.0	32.0	83.0	86996.0	2795.0	137054.0	25940.0
2019-07-01	1058	12345.0	6.0	159.0	68.0	105919.0	4485.0	616511.0	173855.0
2019-07-01	1070	7705.0	7.0	33.0	78.0	239217.0	5905.0	362680.0	194971.0
2019-07-01	1072	4328.0	14.0	58.0	32.0	66203.0	1849.0	90976.0	7955.0
2019-07-01	1073	342.0	3.0	35.0	57.0	28267.0	1467.0	42074.0	4309.0
2019-07-01	1063	8294.0	11.0	23.0	106.0	60456.0	5126.0	134022.0	4878.0
2019-07-01	1076	483.0	1.0	112.0	103.0	3426.0	106.0	23941.0	15242.0
2019-07-01	1062	1703.0	3.0	117.0	70.0	116941.0	2711.0	203861.0	22384.0
2019-07-01	1048	7765.0	16.0	54.0	104.0	131898.0	6176.0	92658.0	18505.0
2019-07-01	1074	1579.0	1.0	52.0	158.0	133935.0	3042.0	45448.0	3546.0
2019-07-01	1060	4138.0	7.0	98.0	53.0	530713.0	15885.0	567528.0	112148.0
2019-07-01	1061	29513.0	16.0	180.0	114.0	1023587.0	14360.0	222969.0	58999.0
2019-07-01	1049	6897.0	24.0	160.0	77.0	61820.0	8887.0	302975.0	25800.0
2019-07-01	1050	7181.0	14.0	28.0	117.0	325025.0	21537.0	618702.0	82409.0
2019-07-01	1044	18278.0	7.0	37.0	119.0	330876.0	7295.0	192578.0	14047.0
2019-07-01	1045	20234.0	23.0	182.0	34.0	255027.0	2445.0	91104.0	15545.0
2019-07-01	1051	4172.0	5.0	73.0	98.0	58113.0	10648.0	289961.0	36161.0
2019-07-01	1047	20790.0	21.0	163.0	136.0	442236.0	5610.0	362270.0	26192.0
2019-07-01	1042	7502.0	19.0	49.0	41.0	85874.0	8856.0	238032.0	26273.0
2019-07-01	1043	10304.0	6.0	111.0	115.0	125337.0	12155.0	147561.0	15895.0
2019-07-01	1069	6692.0	12.0	65.0	69.0	25683.0	4899.0	78809.0	22804.0
2019-07-01	1041	9840.0	16.0	86.0	49.0	119074.0	8654.0	243519.0	8104.0
2019-07-01	1033	5717.0	17.0	64.0	81.0	101610.0	7460.0	81657.0	28800.0
2019-07-01	1032	5052.0	4.0	150.0	82.0	270900.0	5283.0	388670.0	7383.0
2019-07-01	1030	17028.0	17.0	70.0	106.0	408668.0	21221.0	722064.0	69885.0
2019-07-01	1031	13374.0	20.0	162.0	111.0	274075.0	23333.0	1218155.0	35469.0
2019-07-01	1035	10159.0	21.0	18.0	89.0	31579.0	7383.0	226976.0	15651.0
2019-07-01	1034	11933.0	14.0	138.0	122.0	226154.0	5056.0	273087.0	6493.0
2019-07-01	1036	14745.0	6.0	104.0	112.0	215653.0	14968.0	126657.0	32212.0
2019-07-01	1037	21885.0	9.0	170.0	60.0	639406.0	34635.0	501089.0	107858.0
2015-10-01	1039	5253.0	15.0	138.0	154.0	28143.0	6846.0	160944.0	27385.0
2015-10-01	1038	3731.0	8.0	171.0	42.0	76830.0	5999.0	189416.0	17631.0
2015-10-01	1028	13721.0	13.0	226.0	93.0	256078.0	1911.0	297395.0	19077.0
2015-10-01	1029	28213.0	4.0	98.0	43.0	302193.0	14102.0	1306843.0	62473.0
2015-10-01	1065	1610.0	10.0	124.0	76.0	79617.0	1751.0	13579.0	7904.0
2015-10-01	1058	1068.0	4.0	76.0	132.0	115358.0	1125.0	194496.0	18368.0
2015-10-01	1064	2062.0	6.0	47.0	99.0	71042.0	3751.0	65815.0	5409.0
2015-10-01	1066	1633.0	5.0	164.0	52.0	89131.0	2300.0	96639.0	12962.0
2015-10-01	1063	6112.0	10.0	107.0	95.0	103772.0	4607.0	49787.0	22353.0
2015-10-01	1062	1253.0	4.0	41.0	18.0	64577.0	903.0	33073.0	10299.0
2015-10-01	1048	8100.0	7.0	59.0	143.0	172431.0	9467.0	129138.0	25686.0
2015-10-01	1060	6444.0	10.0	76.0	71.0	102686.0	3869.0	46889.0	8366.0
2015-10-01	1061	19864.0	5.0	336.0	154.0	424809.0	10240.0	122317.0	77475.0
2015-10-01	1049	6642.0	9.0	119.0	45.0	164611.0	1375.0	56083.0	9217.0
2015-10-01	1044	7275.0	7.0	156.0	76.0	97442.0	2968.0	179893.0	3698.0
2015-10-01	1045	2207.0	3.0	124.0	99.0	95582.0	5972.0	361422.0	20158.0
2015-10-01	1047	8764.0	11.0	191.0	145.0	100400.0	5296.0	320094.0	9385.0
2015-10-01	1042	8265.0	16.0	88.0	157.0	177201.0	5247.0	142640.0	10330.0
2015-10-01	1043	1595.0	2.0	55.0	77.0	103596.0	3864.0	271677.0	29705.0
2015-10-01	1041	3019.0	23.0	178.0	134.0	62889.0	1627.0	79930.0	3766.0
2015-10-01	1068	553.0	6.0	189.0	85.0	19536.0	971.0	65196.0	7494.0
2015-10-01	1033	4699.0	11.0	126.0	73.0	115307.0	2174.0	27353.0	14166.0
2015-10-01	1032	1442.0	8.0	69.0	41.0	85574.0	1535.0	167774.0	21964.0
2015-10-01	1030	4653.0	2.0	150.0	65.0	213901.0	13564.0	292492.0	25799.0
2015-10-01	1031	10254.0	19.0	80.0	84.0	119313.0	3170.0	40987.0	15720.0
2015-10-01	1035	3971.0	13.0	78.0	86.0	67714.0	7721.0	87266.0	15920.0
2015-10-01	1034	3467.0	14.0	139.0	95.0	91547.0	4433.0	228129.0	2478.0
2015-10-01	1036	1349.0	15.0	103.0	91.0	94276.0	780.0	102651.0	14950.0
2015-10-01	1037	13660.0	12.0	110.0	20.0	167349.0	4245.0	291025.0	37384.0
2016-11-01	1039	6549.0	11.0	66.0	149.0	57282.0	0.0	245070.0	42059.0
2016-11-01	1038	2723.0	8.0	180.0	61.0	0.0	0.0	234602.0	15556.0
2016-11-01	1028	3363.0	18.0	191.0	86.0	0.0	0.0	57380.0	13567.0
2016-11-01	1029	33118.0	28.0	42.0	70.0	491244.0	0.0	1570216.0	16820.0
2016-11-01	1065	1682.0	8.0	102.0	17.0	50824.0	0.0	70282.0	16252.0
2016-11-01	1058	800.0	12.0	124.0	23.0	66390.0	0.0	15009.0	2105.0
2016-11-01	1064	4066.0	14.0	38.0	30.0	41874.0	0.0	133701.0	18475.0
2016-11-01	1070	6460.0	6.0	214.0	99.0	0.0	0.0	115371.0	30410.0
2016-11-01	1066	2765.0	10.0	136.0	85.0	77145.0	0.0	155057.0	4387.0
2016-11-01	1063	1382.0	5.0	185.0	159.0	0.0	0.0	20234.0	14324.0
2016-11-01	1062	6461.0	13.0	63.0	91.0	48813.0	0.0	176998.0	10363.0
2016-11-01	1048	2065.0	15.0	110.0	92.0	0.0	0.0	221388.0	10296.0
2016-11-01	1060	5899.0	11.0	60.0	104.0	83554.0	0.0	184034.0	24456.0
2016-11-01	1061	16142.0	5.0	261.0	146.0	154873.0	0.0	574916.0	45385.0
2016-11-01	1049	2989.0	4.0	47.0	111.0	64383.0	0.0	148157.0	12977.0
2016-11-01	1044	5346.0	15.0	164.0	126.0	48561.0	0.0	204471.0	14272.0
2016-11-01	1045	2246.0	12.0	50.0	144.0	32928.0	0.0	208931.0	16842.0
2016-11-01	1047	5745.0	3.0	158.0	89.0	199722.0	0.0	150652.0	15193.0
2016-11-01	1042	10064.0	15.0	19.0	127.0	138886.0	4693.0	91206.0	22129.0
2016-11-01	1043	5410.0	6.0	93.0	58.0	123129.0	0.0	87686.0	20816.0
2016-11-01	1069	2765.0	2.0	262.0	131.0	121209.0	0.0	172158.0	2146.0
2016-11-01	1041	439.0	4.0	192.0	59.0	30106.0	0.0	34830.0	4284.0
2016-11-01	1068	996.0	3.0	169.0	150.0	14888.0	0.0	15073.0	5746.0
2016-11-01	1033	5144.0	2.0	105.0	113.0	11734.0	0.0	173560.0	2294.0
2016-11-01	1032	692.0	2.0	177.0	21.0	0.0	0.0	118171.0	23938.0
2016-11-01	1030	4010.0	12.0	32.0	113.0	61542.0	0.0	94237.0	39956.0
2016-11-01	1031	7129.0	24.0	275.0	64.0	188323.0	0.0	185537.0	3775.0
2016-11-01	1035	1192.0	7.0	95.0	135.0	40357.0	0.0	50846.0	14691.0
2016-11-01	1034	5914.0	8.0	121.0	20.0	91948.0	0.0	157184.0	5659.0
2016-11-01	1036	31612.0	13.0	155.0	77.0	22519.0	0.0	336097.0	54041.0
2016-11-01	1037	8916.0	13.0	135.0	149.0	67261.0	0.0	327310.0	44797.0
2018-12-01	1039	25417.0	17.0	52.0	129.0	142781.0	4106.0	778112.0	108740.0
2018-12-01	1038	7094.0	7.0	149.0	155.0	99685.0	8429.0	90703.0	11023.0
2018-12-01	1028	33786.0	17.0	65.0	83.0	287006.0	12991.0	876425.0	41244.0
2018-12-01	1029	13568.0	4.0	72.0	97.0	328612.0	11049.0	288594.0	30132.0
2018-12-01	1071	4844.0	12.0	282.0	21.0	130009.0	3474.0	79844.0	42341.0
2018-12-01	1065	9233.0	5.0	66.0	47.0	206638.0	1779.0	421264.0	25013.0
2018-12-01	1058	11183.0	7.0	20.0	110.0	46217.0	4092.0	48088.0	15251.0
2018-12-01	1070	14692.0	15.0	209.0	165.0	110578.0	6722.0	412756.0	19859.0
2018-12-01	1066	12948.0	12.0	116.0	126.0	137366.0	4757.0	186556.0	46582.0
2018-12-01	1072	1577.0	6.0	95.0	75.0	100581.0	1835.0	127530.0	10235.0
2018-12-01	1073	5257.0	5.0	66.0	123.0	22346.0	610.0	69264.0	3175.0
2018-12-01	1063	11245.0	9.0	186.0	145.0	95220.0	5004.0	367511.0	37773.0
2018-12-01	1062	4113.0	5.0	119.0	121.0	180428.0	10401.0	509803.0	33987.0
2018-12-01	1048	6243.0	15.0	23.0	131.0	85953.0	2479.0	67739.0	19975.0
2018-12-01	1060	14676.0	5.0	26.0	102.0	180377.0	22117.0	648385.0	70176.0
2018-12-01	1061	41189.0	12.0	319.0	133.0	105490.0	8376.0	438756.0	38082.0
2018-12-01	1049	19896.0	7.0	98.0	135.0	270077.0	11573.0	355069.0	22202.0
2018-12-01	1050	34278.0	5.0	73.0	144.0	650926.0	25093.0	484953.0	133391.0
2018-12-01	1044	13708.0	3.0	193.0	24.0	432496.0	18784.0	907779.0	61723.0
2018-12-01	1045	13902.0	20.0	92.0	29.0	117352.0	12393.0	245016.0	38588.0
2018-12-01	1051	1567.0	17.0	60.0	115.0	56873.0	2012.0	102863.0	14887.0
2018-12-01	1047	25288.0	11.0	97.0	25.0	237762.0	20044.0	781325.0	21174.0
2018-12-01	1042	18911.0	11.0	88.0	52.0	430066.0	7962.0	641460.0	36940.0
2018-12-01	1043	18022.0	3.0	68.0	59.0	228575.0	4113.0	322491.0	40852.0
2018-12-01	1069	13840.0	10.0	191.0	125.0	129033.0	7436.0	173972.0	65325.0
2018-12-01	1041	1219.0	24.0	92.0	104.0	56468.0	1953.0	152207.0	5154.0
2018-12-01	1033	4343.0	9.0	49.0	37.0	244083.0	7045.0	363977.0	8306.0
2018-12-01	1032	21333.0	7.0	136.0	65.0	306256.0	2252.0	164201.0	24189.0
2018-12-01	1030	23492.0	19.0	67.0	131.0	406139.0	3053.0	345655.0	16892.0
2018-12-01	1031	18723.0	16.0	117.0	152.0	249175.0	9086.0	376728.0	11784.0
2018-12-01	1035	12320.0	3.0	46.0	141.0	153233.0	16245.0	455849.0	34014.0
2018-12-01	1034	2425.0	14.0	48.0	106.0	165185.0	2536.0	615249.0	5780.0
2018-12-01	1036	5899.0	13.0	172.0	157.0	170269.0	7020.0	116220.0	34410.0
2018-12-01	1037	12145.0	5.0	33.0	46.0	576963.0	11769.0	629756.0	89021.0
2018-02-01	1039	17875.0	17.0	53.0	72.0	163811.0	4799.0	176802.0	16625.0
2018-02-01	1038	1893.0	13.0	115.0	119.0	98507.0	4625.0	124533.0	12086.0
2018-02-01	1028	11863.0	3.0	113.0	86.0	84625.0	4163.0	195906.0	2206.0
2018-02-01	1029	4216.0	8.0	303.0	89.0	289239.0	1604.0	484424.0	38340.0
2018-02-01	1065	2566.0	4.0	97.0	22.0	56808.0	2353.0	69521.0	2553.0
2018-02-01	1058	952.0	14.0	21.0	146.0	48917.0	1861.0	72548.0	1499.0
2018-02-01	1064	4133.0	2.0	102.0	95.0	12007.0	282.0	52871.0	23084.0
2018-02-01	1070	5376.0	10.0	167.0	53.0	124603.0	5052.0	76275.0	72567.0
2018-02-01	1066	849.0	7.0	126.0	119.0	41295.0	1731.0	73189.0	1850.0
2018-02-01	1063	2192.0	6.0	251.0	142.0	50281.0	2695.0	20203.0	9300.0
2018-02-01	1062	4014.0	12.0	79.0	127.0	70177.0	3115.0	43636.0	18477.0
2018-02-01	1048	3492.0	12.0	99.0	72.0	83081.0	5354.0	75204.0	20189.0
2018-02-01	1060	6688.0	8.0	46.0	121.0	113101.0	6579.0	50426.0	4058.0
2018-02-01	1061	10983.0	4.0	47.0	26.0	310392.0	11770.0	535459.0	20009.0
2018-02-01	1049	1100.0	15.0	84.0	42.0	70837.0	3837.0	67006.0	11404.0
2018-02-01	1050	2599.0	4.0	121.0	87.0	25254.0	2447.0	126101.0	4136.0
